Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery
617,0.9,0.9,0.9,0.9,0.9,0.072,0.054,0.126,0.225,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.477,0.9,0.189,0.522,0.144,0.9,0.9,0.9,0.207,0.378,0.153,0.099,0.9,0.9,0.9,0.9,0.9,0.225,0.135,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.153,0.117,0.9,0.099,0.36,0.243,0.9,0.9,0.117,0.288,0.9,0.126,0.144,0.9,0.9,0.9,0.9,0.9,0.216,0.216,0.9,0.144,0.18,0.171,0.9,0.9,0.9,0.9,0.45,0.54,0.414,0.171,0.9,0.9,0.072,0.234,0.018,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.063,0.9,0.018,0.486,0.108,0.594717699,0.404908369,0.195602571,0.606481263,0.542012631,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
618,0.9,0.9,0.9,0.9,0.9,0.054,0.045,0.099,0.225,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.504,0.9,0.162,0.522,0.054,0.9,0.9,0.9,0.216,0.432,0.144,0.054,0.9,0.9,0.9,0.9,0.9,0.279,0.207,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.09,0.36,0.126,0.9,0.9,0.117,0.297,0.9,0.135,0.108,0.9,0.9,0.9,0.9,0.9,0.234,0.189,0.9,0.135,0.18,0.099,0.9,0.9,0.9,0.9,0.36,0.468,0.36,0.081,0.9,0.9,0.072,0.27,0.018,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.09,0.9,0.018,0.486,0.036,0.594150025,0.404415154,0.195462933,0.605951663,0.542109194,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
619,0.9,0.9,0.9,0.9,0.9,0.063,0.054,0.099,0.225,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.531,0.9,0.144,0.522,0.0,0.9,0.9,0.9,0.234,0.477,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.324,0.261,0.9,0.279,0.9,0.9,0.9,0.9,0.9,0.171,0.189,0.9,0.09,0.36,0.018,0.9,0.9,0.135,0.333,0.9,0.135,0.054,0.9,0.9,0.9,0.9,0.9,0.252,0.18,0.9,0.117,0.18,0.036,0.9,0.9,0.9,0.9,0.297,0.369,0.297,0.018,0.9,0.9,0.072,0.297,0.027,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.108,0.9,0.018,0.486,0.0,0.593715535,0.404137582,0.195410751,0.605256889,0.541999036,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
620,0.9,0.9,0.9,0.9,0.9,0.09,0.099,0.09,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.54,0.9,0.135,0.522,0.0,0.9,0.9,0.9,0.27,0.531,0.162,0.0,0.9,0.9,0.9,0.9,0.9,0.342,0.324,0.9,0.288,0.9,0.9,0.9,0.9,0.9,0.171,0.216,0.9,0.09,0.36,0.0,0.9,0.9,0.171,0.36,0.9,0.162,0.009,0.9,0.9,0.9,0.9,0.9,0.243,0.18,0.9,0.099,0.18,0.0,0.9,0.9,0.9,0.9,0.243,0.279,0.27,0.0,0.9,0.9,0.072,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.126,0.9,0.027,0.486,0.0,0.592475733,0.40395897,0.195344907,0.60493226,0.541772695,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
621,0.9,0.9,0.9,0.9,0.9,0.162,0.18,0.081,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.45,0.522,0.9,0.126,0.522,0.0,0.9,0.9,0.9,0.324,0.576,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.36,0.342,0.9,0.315,0.9,0.9,0.9,0.9,0.9,0.153,0.234,0.9,0.099,0.36,0.0,0.9,0.9,0.207,0.432,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.234,0.18,0.9,0.099,0.18,0.0,0.9,0.9,0.9,0.9,0.189,0.207,0.225,0.0,0.9,0.9,0.063,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.135,0.9,0.027,0.486,0.0,0.591431146,0.403791423,0.195336407,0.604446596,0.541404887,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
622,0.9,0.9,0.9,0.9,0.9,0.234,0.243,0.072,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.495,0.495,0.9,0.126,0.522,0.0,0.9,0.9,0.9,0.396,0.639,0.207,0.0,0.9,0.9,0.9,0.9,0.9,0.378,0.324,0.9,0.324,0.9,0.9,0.9,0.9,0.9,0.144,0.216,0.9,0.09,0.36,0.0,0.9,0.9,0.261,0.576,0.9,0.198,0.0,0.9,0.9,0.9,0.9,0.9,0.234,0.189,0.9,0.108,0.18,0.0,0.9,0.9,0.9,0.9,0.144,0.18,0.171,0.0,0.9,0.9,0.054,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.135,0.9,0.027,0.486,0.0,0.589824847,0.403359513,0.195380996,0.603832545,0.540754996,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
623,0.9,0.9,0.9,0.9,0.9,0.378,0.315,0.081,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.405,0.9,0.162,0.522,0.0,0.9,0.9,0.9,0.504,0.657,0.252,0.0,0.9,0.9,0.9,0.9,0.9,0.369,0.387,0.9,0.315,0.9,0.9,0.9,0.9,0.9,0.144,0.243,0.9,0.072,0.36,0.0,0.9,0.9,0.324,0.666,0.9,0.243,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.243,0.9,0.126,0.18,0.0,0.9,0.9,0.9,0.9,0.189,0.252,0.216,0.0,0.9,0.9,0.054,0.297,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.144,0.9,0.027,0.486,0.0,0.588594041,0.403129146,0.195530114,0.602998759,0.540114864,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
624,0.9,0.9,0.9,0.9,0.9,0.324,0.234,0.063,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.567,0.441,0.9,0.153,0.522,0.0,0.9,0.9,0.9,0.558,0.63,0.351,0.0,0.9,0.9,0.9,0.9,0.9,0.396,0.468,0.9,0.324,0.9,0.9,0.9,0.9,0.9,0.126,0.216,0.9,0.072,0.36,0.0,0.9,0.9,0.414,0.702,0.9,0.324,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.27,0.9,0.153,0.18,0.0,0.9,0.9,0.9,0.9,0.234,0.333,0.234,0.0,0.9,0.9,0.045,0.261,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.162,0.9,0.027,0.486,0.0,0.587939368,0.402908995,0.195652523,0.602068883,0.539271222,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
625,0.9,0.9,0.9,0.9,0.9,0.243,0.162,0.054,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.585,0.432,0.9,0.153,0.522,0.0,0.9,0.9,0.9,0.549,0.54,0.369,0.0,0.9,0.9,0.9,0.9,0.9,0.513,0.54,0.9,0.477,0.9,0.9,0.9,0.9,0.9,0.108,0.18,0.9,0.063,0.36,0.0,0.9,0.9,0.486,0.693,0.9,0.342,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.279,0.9,0.171,0.18,0.0,0.9,0.9,0.9,0.9,0.225,0.369,0.216,0.0,0.9,0.9,0.045,0.216,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.207,0.9,0.027,0.486,0.0,0.58744033,0.402709847,0.195754283,0.601059894,0.538731998,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
626,0.9,0.9,0.9,0.9,0.9,0.198,0.126,0.054,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.585,0.387,0.9,0.144,0.522,0.0,0.9,0.9,0.9,0.531,0.441,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.522,0.711,0.9,0.459,0.9,0.9,0.9,0.9,0.9,0.099,0.18,0.9,0.045,0.36,0.0,0.9,0.9,0.531,0.648,0.9,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.306,0.9,0.189,0.18,0.0,0.9,0.9,0.9,0.9,0.207,0.369,0.189,0.0,0.9,0.9,0.045,0.171,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.27,0.9,0.027,0.486,0.0,0.586890373,0.402552873,0.195855315,0.600012921,0.538191568,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
627,0.9,0.9,0.9,0.9,0.9,0.18,0.126,0.063,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.549,0.324,0.9,0.135,0.513,0.0,0.9,0.9,0.9,0.549,0.396,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.495,0.756,0.9,0.486,0.9,0.9,0.9,0.9,0.9,0.099,0.189,0.9,0.036,0.36,0.0,0.9,0.9,0.495,0.558,0.9,0.36,0.0,0.9,0.9,0.9,0.9,0.9,0.279,0.324,0.9,0.207,0.18,0.0,0.9,0.9,0.9,0.9,0.216,0.387,0.153,0.0,0.9,0.9,0.054,0.153,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.279,0.9,0.027,0.486,0.0,0.586404712,0.40237894,0.195870629,0.599046204,0.537656339,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
628,0.9,0.9,0.9,0.9,0.9,0.171,0.144,0.063,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.477,0.306,0.9,0.126,0.513,0.0,0.9,0.9,0.9,0.549,0.351,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.486,0.729,0.9,0.486,0.9,0.9,0.9,0.9,0.9,0.099,0.207,0.9,0.036,0.36,0.0,0.9,0.9,0.477,0.54,0.9,0.378,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.351,0.9,0.207,0.18,0.0,0.9,0.9,0.9,0.9,0.252,0.387,0.144,0.0,0.9,0.9,0.054,0.126,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.297,0.9,0.027,0.486,0.0,0.585873403,0.402177631,0.195856236,0.598308345,0.537130778,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
629,0.9,0.9,0.9,0.9,0.9,0.18,0.144,0.081,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.441,0.342,0.9,0.117,0.513,0.0,0.9,0.9,0.9,0.549,0.324,0.378,0.0,0.9,0.9,0.9,0.9,0.9,0.468,0.72,0.9,0.441,0.9,0.9,0.9,0.9,0.9,0.108,0.225,0.9,0.036,0.36,0.0,0.9,0.9,0.513,0.594,0.9,0.387,0.0,0.9,0.9,0.9,0.9,0.9,0.288,0.378,0.9,0.198,0.18,0.0,0.9,0.9,0.9,0.9,0.27,0.369,0.153,0.0,0.9,0.9,0.054,0.108,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.306,0.9,0.018,0.486,0.0,0.585277697,0.401797548,0.195769448,0.597753401,0.536759918,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
630,0.9,0.9,0.9,0.9,0.9,0.171,0.162,0.09,0.216,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.423,0.369,0.9,0.108,0.513,0.018,0.9,0.9,0.9,0.558,0.324,0.369,0.027,0.9,0.9,0.9,0.9,0.9,0.477,0.729,0.9,0.441,0.9,0.9,0.9,0.9,0.9,0.108,0.243,0.9,0.036,0.36,0.0,0.9,0.9,0.54,0.675,0.9,0.405,0.0,0.9,0.9,0.9,0.9,0.9,0.324,0.414,0.9,0.207,0.18,0.0,0.9,0.9,0.9,0.9,0.252,0.342,0.171,0.009,0.9,0.9,0.054,0.09,0.027,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.288,0.9,0.027,0.486,0.045,0.584696956,0.401346478,0.19558339,0.597380601,0.536407894,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
631,0.9,0.9,0.9,0.9,0.9,0.216,0.243,0.108,0.216,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.369,0.9,0.099,0.513,0.117,0.9,0.9,0.9,0.558,0.315,0.36,0.108,0.9,0.9,0.9,0.9,0.9,0.495,0.72,0.9,0.459,0.9,0.9,0.9,0.9,0.9,0.117,0.261,0.9,0.027,0.36,0.045,0.9,0.9,0.567,0.63,0.9,0.396,0.027,0.9,0.9,0.9,0.9,0.9,0.342,0.432,0.9,0.216,0.18,0.045,0.9,0.9,0.9,0.9,0.198,0.315,0.162,0.09,0.9,0.9,0.045,0.081,0.018,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.279,0.9,0.027,0.486,0.117,0.584116068,0.40081824,0.195376791,0.597086508,0.536028417,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
632,0.9,0.9,0.9,0.9,0.9,0.351,0.441,0.09,0.216,0.216,0.9,0.9,0.9,0.9,0.9,0.9,0.441,0.387,0.9,0.117,0.513,0.234,0.9,0.9,0.9,0.585,0.351,0.432,0.198,0.9,0.9,0.9,0.9,0.9,0.558,0.747,0.9,0.549,0.9,0.9,0.9,0.9,0.9,0.126,0.27,0.9,0.027,0.36,0.198,0.9,0.9,0.549,0.576,0.9,0.378,0.108,0.9,0.9,0.9,0.9,0.9,0.342,0.468,0.9,0.225,0.18,0.153,0.9,0.9,0.9,0.9,0.198,0.351,0.126,0.18,0.9,0.9,0.045,0.081,0.027,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.315,0.9,0.027,0.486,0.18,0.583654883,0.400669422,0.195402144,0.596688569,0.535691342,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
633,0.9,0.9,0.9,0.9,0.9,0.396,0.432,0.108,0.216,0.342,0.9,0.9,0.9,0.9,0.9,0.9,0.495,0.396,0.9,0.126,0.513,0.324,0.9,0.9,0.9,0.612,0.369,0.486,0.27,0.9,0.9,0.9,0.9,0.9,0.594,0.792,0.9,0.567,0.9,0.9,0.9,0.9,0.9,0.135,0.279,0.9,0.027,0.36,0.333,0.9,0.9,0.549,0.567,0.9,0.45,0.189,0.9,0.9,0.9,0.9,0.9,0.36,0.495,0.9,0.243,0.18,0.243,0.9,0.9,0.9,0.9,0.261,0.405,0.135,0.279,0.9,0.9,0.045,0.072,0.027,0.198,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.36,0.9,0.036,0.486,0.225,0.583205997,0.400415047,0.195379113,0.596486677,0.535327629,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
634,0.9,0.9,0.9,0.9,0.9,0.405,0.45,0.126,0.216,0.414,0.9,0.9,0.9,0.9,0.9,0.9,0.549,0.414,0.9,0.135,0.513,0.36,0.9,0.9,0.9,0.639,0.378,0.531,0.306,0.9,0.9,0.9,0.9,0.9,0.657,0.846,0.9,0.648,0.9,0.9,0.9,0.9,0.9,0.126,0.279,0.9,0.027,0.36,0.423,0.9,0.9,0.549,0.594,0.9,0.459,0.279,0.9,0.9,0.9,0.9,0.9,0.369,0.531,0.9,0.252,0.18,0.288,0.9,0.9,0.9,0.9,0.36,0.486,0.162,0.351,0.9,0.9,0.036,0.063,0.036,0.225,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.405,0.9,0.045,0.477,0.261,0.58271994,0.400157436,0.195409881,0.596598856,0.534870904,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
635,0.9,0.9,0.9,0.9,0.9,0.333,0.378,0.081,0.216,0.405,0.9,0.9,0.9,0.9,0.9,0.9,0.531,0.45,0.9,0.117,0.513,0.342,0.9,0.9,0.9,0.639,0.378,0.558,0.279,0.9,0.9,0.9,0.9,0.9,0.666,0.864,0.9,0.675,0.9,0.9,0.9,0.9,0.9,0.099,0.234,0.9,0.018,0.36,0.477,0.9,0.9,0.477,0.747,0.9,0.324,0.315,0.9,0.9,0.9,0.9,0.9,0.324,0.486,0.9,0.27,0.18,0.315,0.9,0.9,0.9,0.9,0.333,0.585,0.126,0.342,0.9,0.9,0.045,0.054,0.036,0.216,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.468,0.9,0.063,0.477,0.27,0.582264568,0.399963153,0.195358162,0.596835641,0.534089437,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
636,0.9,0.9,0.9,0.9,0.9,0.36,0.351,0.09,0.216,0.36,0.9,0.9,0.9,0.9,0.9,0.9,0.567,0.621,0.9,0.144,0.513,0.351,0.9,0.9,0.9,0.63,0.432,0.576,0.297,0.9,0.9,0.9,0.9,0.9,0.648,0.873,0.9,0.666,0.9,0.9,0.9,0.9,0.9,0.099,0.243,0.9,0.027,0.36,0.513,0.9,0.9,0.486,0.783,0.9,0.351,0.378,0.9,0.9,0.9,0.9,0.9,0.351,0.477,0.9,0.306,0.18,0.36,0.9,0.9,0.9,0.9,0.468,0.684,0.216,0.315,0.9,0.9,0.045,0.072,0.036,0.216,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.549,0.9,0.063,0.477,0.243,0.58158261,0.399699282,0.195151027,0.596889456,0.532667246,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
637,0.9,0.9,0.9,0.9,0.9,0.342,0.36,0.108,0.216,0.351,0.9,0.9,0.9,0.9,0.9,0.9,0.594,0.792,0.9,0.162,0.513,0.333,0.9,0.9,0.9,0.603,0.522,0.576,0.288,0.9,0.9,0.9,0.9,0.9,0.666,0.873,0.9,0.693,0.9,0.9,0.9,0.9,0.9,0.108,0.216,0.9,0.027,0.36,0.495,0.9,0.9,0.486,0.675,0.9,0.423,0.387,0.9,0.9,0.9,0.9,0.9,0.36,0.459,0.9,0.333,0.18,0.378,0.9,0.9,0.9,0.9,0.54,0.693,0.306,0.306,0.9,0.9,0.045,0.09,0.036,0.207,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.594,0.9,0.072,0.477,0.225,0.579880405,0.399387696,0.19504324,0.597301954,0.531717734,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
638,0.9,0.9,0.9,0.9,0.9,0.351,0.405,0.117,0.216,0.324,0.9,0.9,0.9,0.9,0.9,0.9,0.63,0.855,0.9,0.18,0.513,0.306,0.9,0.9,0.9,0.63,0.648,0.576,0.279,0.9,0.9,0.9,0.9,0.9,0.693,0.873,0.9,0.693,0.9,0.9,0.9,0.9,0.9,0.117,0.216,0.9,0.027,0.36,0.459,0.9,0.9,0.576,0.693,0.9,0.531,0.351,0.9,0.9,0.9,0.9,0.9,0.378,0.45,0.9,0.351,0.171,0.36,0.9,0.9,0.9,0.9,0.522,0.648,0.351,0.288,0.9,0.9,0.054,0.117,0.045,0.18,0.9,0.9,0.9,0.9,0.9,0.9,0.378,0.603,0.9,0.081,0.477,0.198,0.576644275,0.398981325,0.194918053,0.597588688,0.530349954,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
639,0.9,0.9,0.9,0.9,0.9,0.387,0.477,0.144,0.216,0.288,0.9,0.9,0.9,0.9,0.9,0.9,0.639,0.864,0.9,0.18,0.504,0.27,0.9,0.9,0.9,0.702,0.711,0.639,0.261,0.9,0.9,0.9,0.9,0.9,0.657,0.864,0.9,0.666,0.9,0.9,0.9,0.9,0.9,0.144,0.225,0.9,0.036,0.36,0.396,0.9,0.9,0.621,0.756,0.9,0.585,0.351,0.9,0.9,0.9,0.9,0.9,0.396,0.45,0.9,0.378,0.171,0.333,0.9,0.9,0.9,0.9,0.486,0.63,0.36,0.243,0.9,0.9,0.063,0.162,0.045,0.153,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.612,0.9,0.099,0.477,0.189,0.574509249,0.398679795,0.194870902,0.598187969,0.52917576,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
640,0.9,0.9,0.9,0.9,0.9,0.477,0.549,0.162,0.216,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.603,0.837,0.9,0.171,0.504,0.216,0.9,0.9,0.9,0.684,0.711,0.666,0.216,0.9,0.9,0.9,0.9,0.9,0.648,0.855,0.9,0.666,0.9,0.9,0.9,0.9,0.9,0.153,0.234,0.9,0.036,0.36,0.324,0.9,0.9,0.648,0.828,0.9,0.603,0.315,0.9,0.9,0.9,0.9,0.9,0.405,0.441,0.9,0.396,0.171,0.297,0.9,0.9,0.9,0.9,0.477,0.612,0.342,0.234,0.9,0.9,0.072,0.207,0.045,0.126,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.612,0.9,0.117,0.477,0.153,0.573458504,0.398255943,0.194955767,0.598713735,0.529134595,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
641,0.9,0.9,0.9,0.9,0.9,0.513,0.549,0.171,0.216,0.18,0.9,0.9,0.9,0.9,0.9,0.9,0.63,0.828,0.9,0.153,0.504,0.144,0.9,0.9,0.9,0.684,0.72,0.585,0.117,0.9,0.9,0.9,0.9,0.9,0.684,0.864,0.9,0.684,0.9,0.9,0.9,0.9,0.9,0.153,0.216,0.9,0.045,0.36,0.225,0.9,0.9,0.693,0.864,0.9,0.603,0.225,0.9,0.9,0.9,0.9,0.9,0.405,0.432,0.9,0.387,0.18,0.225,0.9,0.9,0.9,0.9,0.414,0.585,0.351,0.171,0.9,0.9,0.081,0.234,0.045,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.432,0.612,0.9,0.126,0.477,0.09,0.572570351,0.397908361,0.195327837,0.598895357,0.529309331,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
642,0.9,0.9,0.9,0.9,0.9,0.504,0.567,0.144,0.216,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.603,0.837,0.9,0.117,0.504,0.054,0.9,0.9,0.9,0.657,0.72,0.495,0.054,0.9,0.9,0.9,0.9,0.9,0.72,0.864,0.9,0.702,0.9,0.9,0.9,0.9,0.9,0.153,0.198,0.9,0.036,0.36,0.117,0.9,0.9,0.666,0.864,0.9,0.567,0.135,0.9,0.9,0.9,0.9,0.9,0.414,0.441,0.9,0.378,0.18,0.135,0.9,0.9,0.9,0.9,0.36,0.567,0.288,0.081,0.9,0.9,0.09,0.252,0.045,0.045,0.9,0.9,0.9,0.9,0.9,0.9,0.45,0.612,0.9,0.126,0.477,0.036,0.571880448,0.397705683,0.195623202,0.599340793,0.52995512,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
643,0.9,0.9,0.9,0.9,0.9,0.522,0.558,0.126,0.216,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.567,0.837,0.9,0.117,0.504,0.0,0.9,0.9,0.9,0.63,0.711,0.513,0.0,0.9,0.9,0.9,0.9,0.9,0.675,0.864,0.9,0.594,0.9,0.9,0.9,0.9,0.9,0.162,0.207,0.9,0.036,0.36,0.018,0.9,0.9,0.639,0.837,0.9,0.504,0.063,0.9,0.9,0.9,0.9,0.9,0.396,0.441,0.9,0.324,0.18,0.045,0.9,0.9,0.9,0.9,0.315,0.54,0.234,0.009,0.9,0.9,0.09,0.288,0.036,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.45,0.621,0.9,0.126,0.477,0.0,0.571452839,0.397568399,0.195846936,0.600053318,0.530607101,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
